************* Module lgeo.lgeo_city
W:145, 4: Unused variable 'lg_quality' (unused-variable)
W: 16, 0: Unused import LG_E from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lego_logo_text_clear from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LG_GRID_WIDTH from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_brick_column_clear from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LG_KNOB_RADIUS from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import sqrt from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_quality from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lego_logo_text from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import Plane from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LDU from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_plate_column_clear from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import Intersection from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_support_wall_clear from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import math from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LG_CYLINDER_RADIUS from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LG_KNOB_HEIGHT_LOGO from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_plate_cylinder_clear from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_knob_dot from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import Torus from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LG_KNOB_CORNER_SPACE from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LGBH from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LG_KNOB_INNER_RADIUS from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import Merge from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LG_KNOB_HEIGHT from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import ClippedBy from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import z from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import x from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import SdlSyntaxException from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_plate_column from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import Difference from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_stud_logo from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LGPH from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LGBW from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LG_PLATE_HEIGHT from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_tech_knob_logo_clear from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_knob_clear from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_studs from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import debug from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_support_wall from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import LG_TOP_HEIGHT from wildcard import (unused-wildcard-import)
W: 16, 0: Unused import lg_knob_inner_space_clear from wildcard import (unused-wildcard-import)
************* Module lgeo.include.brick.lg_3788
C:578, 0: Exactly one space required after comma
                Vector(0,  - 0.12 + LG_CORNER_SPACE, -LG_CORNER_SPACE),
                        ^ (bad-whitespace)
C:590, 0: Exactly one space required after comma
                Vector(0,  - 0.12 + LG_CORNER_SPACE, -LG_CORNER_SPACE),
                        ^ (bad-whitespace)
C: 36, 0: Invalid constant name "lg_angle" (invalid-name)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:44
==lgeo.include.brick.lg_3010:54
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ), (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3010:175
==lgeo.include.brick.lg_3022:168
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:29
==lgeo.include.brick.lg_3022:32
from pov.other.Object import Object


def solid(length=2, width=2):
    '''
      @Todo: DocString
    '''
    return Union(
        Sphere(
            Vector(LG_CORNER_SPACE, LG_CORNER_SPACE, LG_CORNER_SPACE),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(LG_CORNER_SPACE, LG_CORNER_SPACE, LG_CORNER_SPACE),
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3010:120
==lgeo.include.brick.lg_3022:113
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3010:53
==lgeo.include.brick.lg_3022:46
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:17
==lgeo.include.brick.lg_3010:19
from pov.basic.Vector import Vector

from pov.csg.Union import Union
from pov.csg.Difference import Difference

from pov.finite_solid.Box import Box
from pov.finite_solid.Cylinder import Cylinder
from pov.finite_solid.Sphere import Sphere

from pov.object_modifier.Rotate import Rotate
from pov.object_modifier.Translate import Translate

from pov.other.Object import Object

 (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_2412b:14
==lgeo.include.brick.lg_3003:17
==lgeo.include.brick.lg_3010:19
from pov.basic.Vector import Vector

from pov.csg.Union import Union
from pov.csg.Difference import Difference

from pov.finite_solid.Box import Box
from pov.finite_solid.Cylinder import Cylinder
from pov.finite_solid.Sphere import Sphere

from pov.object_modifier.Rotate import Rotate
from pov.object_modifier.Translate import Translate
 (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3003:97
==lgeo.include.brick.lg_3010:107
==lgeo.include.brick.lg_3022:100
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:75
==lgeo.include.brick.lg_3010:242
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:303
==lgeo.include.brick.lg_3022:236
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_PLATE_HEIGHT-LG_CORNER_SPACE
            ),
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:264
==lgeo.include.brick.lg_3022:155
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_PLATE_HEIGHT-LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3003:55
==lgeo.include.brick.lg_3010:65
==lgeo.include.brick.lg_3022:168
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3003:97
==lgeo.include.brick.lg_3010:107
==lgeo.include.brick.lg_3022:113
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3010:120
==lgeo.include.brick.lg_3022:100
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3010:256
==lgeo.include.brick.lg_3022:249
            ),
            LG_CORNER_SPACE
        ),
        Difference(
            Union(
                Box(
                    Vector(LG_CORNER_SPACE, LG_CORNER_SPACE, 0),
                    Vector(
                        length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                        width*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3010:44
==lgeo.include.brick.lg_3022:100
==lgeo.include.brick.lg_3022:113
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:98
==lgeo.include.brick.lg_3010:45
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:304
==lgeo.include.brick.lg_3022:80
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_PLATE_HEIGHT-LG_CORNER_SPACE
            ),
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 7 files
==lgeo.include.brick.lg_2441:1569
==lgeo.include.brick.lg_2441:1579
==lgeo.include.brick.lg_2441:1589
==lgeo.include.brick.lg_2441:1625
==lgeo.include.brick.lg_2441:1635
==lgeo.include.brick.lg_2441:1645
==lgeo.include.brick.lg_3788:390
                            -LG_TOP_HEIGHT
                        )
                    )
                ),
                Object(
                    lg_knob_inner_space,
                    Translate(
                        Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:75
==lgeo.include.brick.lg_3010:174
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:96
==lgeo.include.brick.lg_3010:161
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:100
==lgeo.include.brick.lg_3010:123
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 4 files
==lgeo.include.brick.lg_2412b:14
==lgeo.include.brick.lg_2441:16
==lgeo.include.brick.lg_3003:17
==lgeo.include.brick.lg_3010:19
from pov.basic.Vector import Vector

from pov.csg.Union import Union
from pov.csg.Difference import Difference

from pov.finite_solid.Box import Box
from pov.finite_solid.Cylinder import Cylinder
from pov.finite_solid.Sphere import Sphere (duplicate-code)
R:  1, 0: Similar lines in 15 files
==lgeo.include.brick.lg_2441:1682
==lgeo.include.brick.lg_2441:1692
==lgeo.include.brick.lg_2441:1702
==lgeo.include.brick.lg_2441:1712
==lgeo.include.brick.lg_2441:1722
==lgeo.include.brick.lg_2441:1732
==lgeo.include.brick.lg_2441:1742
==lgeo.include.brick.lg_2441:1752
==lgeo.include.brick.lg_2441:1762
==lgeo.include.brick.lg_2441:1772
==lgeo.include.brick.lg_2441:1782
==lgeo.include.brick.lg_3788:391
==lgeo.include.brick.lg_3788:702
==lgeo.include.brick.lg_3788:712
==lgeo.include.brick.lg_3788:722
                        )
                    )
                ),
                Object(
                    lg_knob_inner_space,
                    Translate(
                        Vector( (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_2441:1672
==lgeo.include.brick.lg_3788:381
==lgeo.include.brick.lg_3788:692
                )
            ),
            Union(
                Object(
                    lg_knob_inner_space,
                    Translate(
                        Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:75
==lgeo.include.brick.lg_3010:229
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:67
==lgeo.include.brick.lg_3010:221
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:88
==lgeo.include.brick.lg_3010:153
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 5 files
==lgeo.include.brick.lg_3003:54
==lgeo.include.brick.lg_3010:195
==lgeo.include.brick.lg_3010:208
==lgeo.include.brick.lg_3022:188
==lgeo.include.brick.lg_3022:201
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3003:46
==lgeo.include.brick.lg_3010:187
==lgeo.include.brick.lg_3022:180
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:577
==lgeo.include.brick.lg_3022:264
                    Vector(
                        length*LG_BRICK_WIDTH,
                        width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                        LG_PLATE_HEIGHT-LG_CORNER_SPACE
                    )
                ),
                Box( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:569
==lgeo.include.brick.lg_3022:256
                    Vector(
                        length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                        width*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                        LG_PLATE_HEIGHT
                    )
                ),
                Box( (duplicate-code)
R:  1, 0: Similar lines in 5 files
==lgeo.include.brick.lg_2412b:453
==lgeo.include.brick.lg_2412b:469
==lgeo.include.brick.lg_2412b:485
==lgeo.include.brick.lg_2412b:501
==lgeo.include.brick.lg_3022:214
                LG_PLATE_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 7 files
==lgeo.include.brick.lg_2412b:276
==lgeo.include.brick.lg_2412b:289
==lgeo.include.brick.lg_2412b:341
==lgeo.include.brick.lg_2412b:367
==lgeo.include.brick.lg_2412b:393
==lgeo.include.brick.lg_2412b:419
==lgeo.include.brick.lg_3022:99
                LG_PLATE_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 4 files
==lgeo.include.brick.lg_3010:196
==lgeo.include.brick.lg_3010:209
==lgeo.include.brick.lg_3010:230
==lgeo.include.brick.lg_3022:223
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3010:188
==lgeo.include.brick.lg_3010:222
==lgeo.include.brick.lg_3022:215
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 5 files
==lgeo.include.brick.lg_2412b:264
==lgeo.include.brick.lg_3010:107
==lgeo.include.brick.lg_3010:120
==lgeo.include.brick.lg_3010:44
==lgeo.include.brick.lg_3022:155
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3010:133
==lgeo.include.brick.lg_3010:154
==lgeo.include.brick.lg_3022:147
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE,
                width*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 6 files
==lgeo.include.brick.lg_2412b:264
==lgeo.include.brick.lg_3003:97
==lgeo.include.brick.lg_3010:162
==lgeo.include.brick.lg_3022:100
==lgeo.include.brick.lg_3022:113
==lgeo.include.brick.lg_3022:155
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 4 files
==lgeo.include.brick.lg_2412b:89
==lgeo.include.brick.lg_3003:89
==lgeo.include.brick.lg_3010:99
==lgeo.include.brick.lg_3022:92
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 10 files
==lgeo.include.brick.lg_2412b:303
==lgeo.include.brick.lg_3003:55
==lgeo.include.brick.lg_3003:76
==lgeo.include.brick.lg_3010:175
==lgeo.include.brick.lg_3010:243
==lgeo.include.brick.lg_3010:65
==lgeo.include.brick.lg_3010:86
==lgeo.include.brick.lg_3022:168
==lgeo.include.brick.lg_3022:236
==lgeo.include.brick.lg_3022:79
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 5 files
==lgeo.include.brick.lg_3003:47
==lgeo.include.brick.lg_3003:68
==lgeo.include.brick.lg_3010:57
==lgeo.include.brick.lg_3010:78
==lgeo.include.brick.lg_3022:71
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3010:61
==lgeo.include.brick.lg_3022:46
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ), (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2441:1658
==lgeo.include.brick.lg_3788:471
                    )
                )
            ),
            Difference(
                Box(
                    Vector( (duplicate-code)
R:  1, 0: Similar lines in 4 files
==lgeo.include.brick.lg_2441:1561
==lgeo.include.brick.lg_2441:1617
==lgeo.include.brick.lg_3788:382
==lgeo.include.brick.lg_3788:693
            ),
            Union(
                Object(
                    lg_knob_inner_space,
                    Translate(
                        Vector( (duplicate-code)
R:  1, 0: Similar lines in 8 files
==lgeo.include.brick.lg_2441:1162
==lgeo.include.brick.lg_2441:1174
==lgeo.include.brick.lg_2441:1186
==lgeo.include.brick.lg_2441:1198
==lgeo.include.brick.lg_2441:1210
==lgeo.include.brick.lg_2441:1222
==lgeo.include.brick.lg_3788:643
==lgeo.include.brick.lg_3788:654
                                -LG_PLATE_HEIGHT
                            )
                        )
                    ),
                    Object(
                        lg_knob(), (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2441:652
==lgeo.include.brick.lg_3788:66
                    ),
                    Sphere(
                        Vector(
                            -LG_BRICK_WIDTH + LG_CORNER_SPACE,
                            2 * LG_BRICK_WIDTH - LG_CORNER_SPACE,
                            -2 * LG_PLATE_HEIGHT + LG_CORNER_SPACE (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:88
==lgeo.include.brick.lg_3010:221
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 4 files
==lgeo.include.brick.lg_3003:96
==lgeo.include.brick.lg_3010:174
==lgeo.include.brick.lg_3010:229
==lgeo.include.brick.lg_3010:242
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:75
==lgeo.include.brick.lg_3010:161
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:67
==lgeo.include.brick.lg_3010:153
                LG_BRICK_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:52
==lgeo.include.brick.lg_3010:54
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ), (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3003:54
==lgeo.include.brick.lg_3010:140
==lgeo.include.brick.lg_3022:133
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3003:46
==lgeo.include.brick.lg_3010:132
==lgeo.include.brick.lg_3022:125
                LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:585
==lgeo.include.brick.lg_3022:272
                    Vector(
                        length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
